ISIN,fyear,BEME,OP,INV
FR0000036659,1991,0.5587,0.2268,-0.0955
FR0000036667,1997,0.1037,-0.323,2.9349
FR0000036675,1999,0.2067,0.5206,0.8589
FR0000036675,2000,0.1123,0.6249,0.2336
FR0000036675,2001,0.2006,0.4913,1.8664
FR0000036675,2002,0.3556,1.0037,-0.19
FR0000036675,2003,0.307,0.795,-0.0318
FR0000036675,2004,0.2909,0.7591,-0.0429
FR0000036675,2005,0.283,0.5681,0.387
FR0000036675,2006,0.3114,0.4747,0.1253
FR0000036675,2007,0.4527,0.5062,0.0544
FR0000036675,2008,1.6486,0.3354,-0.0029
FR0000036675,2009,0.8585,0.1126,-0.127
FR0000036675,2010,0.8054,0.2629,0.1652
FR0000036675,2011,1.4496,0.3224,0.0088
FR0000036675,2012,1.1184,0.3035,-0.0274
FR0000036675,2013,0.6193,0.3952,0.1295
FR0000036675,2014,0.6217,0.3999,0.2256
FR0000036675,2015,0.5313,0.3699,0.2091
FR0000036675,2016,0.5493,0.3176,0.1001
FR0000036675,2017,0.6083,0.3249,0.098
FR0000036675,2018,0.9145,0.2979,0.0893
FR0000036675,2019,0.7364,0.3308,-0.0173
FR0000036725,2006,0.8878,0.0026,6.8081
FR0000036774,1997,0.4261,0.1752,0.6562
FR0000036774,1998,0.3246,0.3973,0.4723
FR0000036774,1999,0.1945,0.4939,0.3613
FR0000036774,2000,0.1744,0.3403,0.2496
FR0000036774,2001,0.1468,-1.3198,-0.3681
FR0000036774,2002,0.2252,1.087,-0.2423
FR0000036774,2003,0.1145,1.4277,0.0201
FR0000036774,2004,0.221,0.7126,0.0033
FR0000036774,2005,0.271,0.4541,0.3912
FR0000036774,2006,0.4178,0.2709,0.1232
FR0000036774,2008,3.4987,-0.2135,0.064
FR0000036774,2009,1.0315,-0.0757,-0.0034
FR0000036808,1990,2.1488,0.2358,0.0745
FR0000036808,1991,1.8021,0.2407,0.1739
FR0000036808,1992,1.644,0.1387,0.0439
FR0000036808,1993,1.0005,-0.1718,0.0163
FR0000036808,1994,1.6047,-4e-04,-0.0319
FR0000036808,1995,1.5935,0.1557,0.0332
FR0000036808,1996,1.1197,0.1863,0.0876
FR0000036808,1997,0.6841,0.1749,0.1072
FR0000036808,1998,0.668,0.186,0.0389
FR0000036816,1995,1.5027,0.0375,0.0103
FR0000036816,1996,1.5899,0.0108,-0.022
FR0000036816,1997,1.5166,0.0087,-0.0068
FR0000036816,1998,0.8488,0.0029,-0.0011
FR0000036816,1999,0.7343,0.0104,-0.0089
FR0000036816,2000,0.6546,0.0138,-0.0028
FR0000036816,2001,1.0692,-0.0081,-0.0159
FR0000036816,2002,1.0647,0.0295,-0.0119
FR0000036816,2003,0.9228,-0.0314,2.833
FR0000036816,2004,0.7726,0.0768,5.2424
FR0000036816,2005,0.872,0.0362,1.618
FR0000036816,2006,0.5798,0.0577,0.2581
FR0000036816,2007,0.9679,0.0559,0.2253
FR0000036816,2008,2.3975,0.0415,0.0162
FR0000036816,2009,1.2061,0.1139,-0.0607
FR0000036816,2010,1.1509,0.0914,-0.0469
FR0000036816,2011,1.7551,0.0817,-0.0206
FR0000036816,2012,1.3621,0.0892,-0.0849
FR0000036816,2013,1.1765,0.0692,-0.2056
FR0000036816,2014,1.3091,0.059,0.0685
FR0000036816,2015,0.7684,0.0689,0.0411
FR0000036816,2016,0.7967,0.1183,0.1854
FR0000036816,2017,0.7284,0.1934,0.0058
FR0000036816,2018,1.1385,0.1426,0.6644
FR0000036816,2019,0.982,0.2321,0.0283
FR0000036857,1990,1.6198,-0.1032,0.4913
FR0000036857,1992,1.9858,-0.0323,-0.3535
FR0000036857,1993,1.8979,-0.0927,0.0772
FR0000036857,1994,0.9202,-0.0808,0.0558
FR0000036857,1996,2.0473,0.1755,-0.324
FR0000036857,1997,1.1545,0.1828,0.7029
FR0000036857,2003,1.1186,1.0732,-0.002
FR0000036857,2004,1.0348,0.8788,0.0669
FR0000036857,2005,0.9026,0.5367,0.2368
FR0000036857,2006,0.5653,0.5011,0.6091
FR0000036857,2007,0.4833,0.5737,0.2318
FR0000036857,2008,1.7877,0.5754,0.148
FR0000036857,2009,0.721,0.3252,0.1845
FR0000036857,2010,0.48,0.6492,0.3482
FR0000036857,2011,0.8562,0.5797,0.1338
FR0000036857,2012,0.7925,0.3681,-0.0481
FR0000036857,2013,0.7012,0.3984,-0.1472
FR0000036857,2014,0.6744,0.2929,-0.2291
FR0000036857,2015,0.7781,0.3515,0.0759
FR0000036857,2016,0.5002,0.4085,0.1922
FR0000036857,2017,0.3807,0.5485,0.0276
FR0000036857,2018,0.3865,0.2832,0.0392
FR0000036865,1990,1.4861,-0.1721,0.0054
FR0000036865,1991,1.4325,0.6658,0.3652
FR0000036865,1992,3.7262,0.1913,0.7157
FR0000036865,1993,1.3007,0.2145,0.0166
FR0000036865,1996,1.2595,0.3178,-0.1873
FR0000036865,1997,0.9972,0.3687,0.1075
FR0000036899,1990,2.6502,0.1361,0.086
FR0000036899,1991,1.148,0.2397,-0.2033
FR0000036899,1992,1.1438,0.1564,-0.2259
FR0000036899,1993,0.4734,0.3638,-0.3485
FR0000036923,1990,1.6694,1.8208,0.1698
FR0000036923,1991,2.5658,1.4576,0.005
FR0000036923,1992,3.7753,1.1797,0.0414
FR0000036923,1993,2.9662,1.1085,0.0154
FR0000036923,1994,1.8998,1.3069,0.1077
FR0000036923,1995,1.7311,1.3528,-0.0022
FR0000036931,1998,0.2243,0.2181,0.1843
FR0000036931,1999,0.3824,-0.1644,0.4611
FR0000036931,2000,0.2016,0.1318,0.2481
FR0000036931,2001,0.2374,-0.0545,-0.2083
FR0000036931,2002,0.7784,0.0272,0.7367
FR0000036931,2003,0.6529,0.0214,-0.0364
FR0000036931,2004,1.4168,0.804,-0.1156
FR0000036931,2005,0.2111,0.5884,-0.3653
FR0000036949,1990,1.3007,0.1193,0.0655
FR0000036949,1991,1.4272,0.0427,1.6089
FR0000036949,1992,2.1649,0.7191,-0.0058
FR0000036949,1993,1.4899,0.7771,6e-04
FR0000036949,1994,1.238,0.9634,0.1222
FR0000036949,1995,1.2832,0.8465,-0.0025
FR0000036949,1996,0.8318,0.7632,0.1067
FR0000036972,1990,1.7445,0.5774,0.1547
FR0000036972,1991,2.028,0.4965,0.183
FR0000036972,1992,2.0561,0.4342,0.0032
FR0000036972,1993,0.9961,0.3844,-0.0999
FR0000036972,1994,0.9301,0.4287,0.2128
FR0000036972,1995,1.3757,0.3751,0.0234
FR0000036972,1996,0.9905,0.3327,0.1098
FR0000036972,1997,0.727,0.3467,0.0957
FR0000036972,1998,1.4222,0.5463,1.3742
FR0000036980,1990,0.3343,-0.1721,0.7054
FR0000036980,1991,0.3056,0.3337,0.3455
FR0000036980,1992,0.5521,0.1022,1.5462
FR0000036980,1993,0.8506,-0.0091,0.3982
FR0000036980,1994,1.2816,0.0037,-0.0606
FR0000036980,1995,0.973,-0.3269,-0.035
FR0000036980,1996,1.1348,0.3686,-0.2527
FR0000036980,1997,0.8801,1.2888,0.0365
FR0000037046,1990,0.7116,1.0265,0.0669
FR0000037046,1991,0.7709,0.5365,-0.0159
FR0000037046,1992,0.6661,0.5801,-0.0472
FR0000037046,1993,0.4437,1.0061,-0.168
FR0000037046,1994,0.3809,0.5417,0.0576
FR0000037046,1995,0.7032,0.5302,0.0209
FR0000037046,1996,0.8325,0.3568,0.0139
FR0000037046,1997,0.7315,0.4899,0.2352
FR0000037046,1998,0.2808,0.4396,0.1707
FR0000037046,1999,0.3385,0.1812,0.4053
FR0000037046,2000,0.6546,0.5662,0.1852
FR0000037046,2001,1.3723,0.5485,-0.0056
FR0000037046,2002,1.207,0.5402,-0.1134
FR0000037046,2003,1.3571,0.4951,-0.1054
FR0000037046,2004,0.9225,0.4617,-0.0394
FR0000037046,2005,1.4111,0.3745,0.1586
FR0000037046,2006,1.3436,0.372,0.05
FR0000037046,2007,0.9677,0.3647,0.0502
FR0000037046,2008,3.0995,0.7138,-0.2008
FR0000037046,2009,3.0158,0.2342,-0.1246
FR0000037046,2010,1.4583,0.5219,0.1142
FR0000037046,2011,2.8037,0.6345,0.0461
FR0000037046,2012,1.6139,0.5842,0.0161
FR0000037046,2013,0.506,0.585,2e-04
FR0000037046,2014,0.2958,0.5704,0.1416
FR0000037079,1991,0.5883,0.8304,0.0713
FR0000037079,1992,0.5485,0.8216,0.2207
FR0000037079,1993,0.412,1.0254,-0.102
FR0000037079,1994,0.6871,1.0799,-0.0249
FR0000037079,1995,0.7125,0.9526,-0.1058
FR0000037079,1996,1.4463,0.0627,0.2361
FR0000037079,1997,1.0873,0.0048,-0.0886
FR0000037079,1998,1.0417,0.1141,-0.0898
FR0000037202,1990,0.6287,0.5141,0.114
FR0000037202,1991,0.9092,0.579,0.4379
FR0000037202,1992,1.2387,0.547,0.0729
FR0000037202,1993,1.0537,0.6185,0.0242
FR0000037202,1994,0.9941,0.6482,-0.0177
FR0000037202,1995,1.2499,0.7262,-0.0525
FR0000037202,1996,1.4894,0.5809,-0.1521
FR0000037202,1997,0.6406,0.6821,0.0034
FR0000037202,1998,0.5764,0.6585,0.0703
FR0000037202,1999,0.607,0.7949,0.032
FR0000037202,2000,0.5201,0.7846,0.0931
FR0000037202,2001,0.7122,0.7223,0.0755
FR0000037202,2002,0.8733,0.7289,0.0082
FR0000037202,2003,0.7511,0.7279,-0.0083
FR0000037202,2004,0.5314,0.4427,0.041
FR0000037210,1990,0.3495,0.1384,0.0162
FR0000037210,1991,0.3848,0.1513,0.0171
FR0000037210,1992,0.4849,0.144,0.0058
FR0000037210,1993,0.3473,0.1718,0.0502
FR0000037210,1994,0.411,0.1594,-0.0072
FR0000037210,1995,0.5144,0.1588,-0.0306
FR0000037210,1996,0.4883,0.1425,0.1236
FR0000037210,1997,0.8305,0.0855,0.046
FR0000037210,1998,0.5148,0.1599,-0.4457
FR0000037210,1999,0.6672,0.185,0.005
FR0000037210,2000,0.5437,0.1182,-0.0112
FR0000037210,2002,0.2863,-0.1114,0.053
FR0000037210,2003,0.3299,0.0238,0.2466
FR0000037210,2004,0.645,-0.1353,1.7382
FR0000037210,2005,0.7254,0.1564,-0.0444
FR0000037210,2006,0.5911,0.1059,0.6565
FR0000037210,2007,0.9674,0.0435,4.3673
FR0000037210,2008,1.1114,0.0726,0.2672
FR0000037210,2009,1.1294,0.0921,-0.009
FR0000037210,2010,0.9284,0.0965,0.1454
FR0000037269,1990,0.4869,0.2638,0.2308
FR0000037269,1991,0.735,0.3231,0.0787
FR0000037269,1992,0.8607,0.3826,-0.0782
FR0000037269,1993,0.4508,0.4016,0.0104
FR0000037269,1994,0.4367,0.3795,0.0259
FR0000037269,1995,0.4233,0.5413,-0.1395
FR0000037269,1996,0.4424,0.4464,0.1081
FR0000037269,1997,0.4667,0.277,-0.0125
FR0000037301,1990,0.4787,0.4161,0.1153
FR0000037301,1991,0.3596,0.3714,0.0336
FR0000037301,1992,0.8845,0.2694,0.1992
FR0000037301,1993,0.8278,0.356,-0.1075
FR0000037301,1994,1.7522,-0.2009,-0.0392
FR0000037301,1995,0.8397,0.1535,-0.1315
FR0000037301,1996,0.8007,-0.1259,-0.1098
FR0000037301,1997,0.803,0.4049,-0.1894
FR0000037384,1990,0.9959,0.2397,-0.0419
FR0000037384,1991,1.1008,0.2196,0.3003
FR0000037384,1992,1.4332,0.1777,0.084
FR0000037384,1993,1.389,0.1979,0.0696
FR0000037384,1994,1.8018,0.4904,-0.0235
FR0000037384,1995,1.4127,0.545,-0.0652
FR0000037384,1996,1.241,0.5823,0.0401
FR0000037384,1997,0.9928,0.4719,0.0364
FR0000037392,1997,0.2672,0.2891,0.2951
FR0000037392,1998,0.2726,0.2909,0.0308
FR0000037392,1999,0.3069,0.2733,0.3843
FR0000037392,2000,0.3651,0.3503,0.0502
FR0000037392,2001,0.3337,0.4368,0.0555
FR0000037392,2002,0.4652,0.5301,-0.0873
FR0000037392,2003,0.5263,0.4746,-0.003
FR0000037392,2004,0.601,0.3784,-0.1094
FR0000037392,2005,0.4805,0.2701,0.0491
FR0000037392,2006,0.5821,0.3887,0.005
FR0000037392,2007,0.6354,0.3947,0.0067
FR0000037392,2008,0.7479,0.5158,0.024
FR0000037392,2009,0.834,0.2556,-0.0698
FR0000037392,2010,0.9987,0.3626,0.1032
FR0000037392,2011,0.8163,0.4027,0.0799
FR0000037392,2014,0.8855,0.2763,0.0749
FR0000037400,1997,0.1506,0.8427,2.4756
FR0000037400,1999,0.2452,-0.0074,2.1557
FR0000037400,2001,0.2583,0.6667,0.1609
FR0000037400,2002,0.6592,0.3063,0.4117
FR0000037400,2003,0.5059,0.3751,-0.0468
FR0000037400,2004,0.2312,2.1905,-0.3275
FR0000037400,2005,0.0534,1.9375,-0.1999
FR0000037400,2006,0.0698,1.5713,-0.0491
FR0000037400,2007,0.1444,1.1175,0.4247
FR0000037400,2008,0.3757,0.6357,-0.1106
FR0000037475,1990,1.7127,-0.0126,0.1116
FR0000037475,1991,1.8009,-0.0095,0.0264
FR0000037475,1992,1.5862,0.2107,1.5573
FR0000037475,1993,1.6322,0.0024,-0.1074
FR0000037475,1994,1.2915,0.3365,-0.1106
FR0000037475,1995,1.3009,0.4719,-0.0085
FR0000037475,1996,1.1521,0.4919,0.0561
FR0000037475,1997,1.3544,0.531,0.0458
FR0000037475,1998,1.1163,0.4352,0.0195
FR0000037475,1999,1.3009,0.277,0.1224
FR0000037475,2000,1.1857,0.1995,-0.0132
FR0000037475,2004,0.6914,0.2388,-0.1155
FR0000037475,2006,1.0713,0.018,-0.2882
FR0000037475,2012,1.9486,-0.008,-0.5383
FR0000037475,2013,1.567,-0.008,-0.1905
FR0000037483,1990,0.6477,0.1151,0.2596
FR0000037483,1991,0.8464,0.1402,0.0304
FR0000037483,1992,0.9457,0.1544,2e-04
FR0000037483,1993,0.6553,0.1877,0.1916
FR0000037483,1994,0.9331,0.1876,0.0152
FR0000037483,1995,1.0467,0.093,0.056
FR0000037483,1996,1.0363,0.1227,-0.0284
FR0000037483,1997,0.8757,0.104,0.02
FR0000037491,1990,1.0881,0.2102,0.2677
FR0000037491,1992,0.8727,0.2217,-0.1481
FR0000037491,1993,1.4075,-0.2611,0.596
FR0000037509,1990,1.5544,0.1674,0.0986
FR0000037509,1991,0.8609,0.2963,0.83
FR0000037509,1992,0.6063,0.6774,0.2984
FR0000037509,1993,0.6825,0.7111,-0.0532
FR0000037509,1994,0.8209,0.5065,-0.2259
FR0000037509,1995,0.709,0.3819,-0.04
FR0000037509,1996,0.5836,0.512,-0.0057
FR0000037509,1997,0.6035,0.4691,0.1015
FR0000037582,1990,0.8443,0.3159,0.0704
FR0000037582,1991,0.9885,0.4219,-0.067
FR0000037582,1992,1.1391,0.4019,0.3582
FR0000037582,1993,0.4716,0.5212,0.0179
FR0000037582,1994,0.5986,0.6345,0.0427
FR0000037582,1996,0.706,0.3879,0.0654
FR0000037624,1997,2.092,-0.4314,-0.1618
FR0000037640,1990,0.6062,1.0713,0.1324
FR0000037640,1991,1.2593,0.7905,0.0563
FR0000037640,1992,2.516,0.7689,0.1812
FR0000037640,1993,1.3711,0.7635,0.0292
FR0000037640,1994,0.7642,0.7897,0.261
FR0000037640,1995,1.284,0.5423,-0.0055
FR0000037640,1996,2.0631,0.4432,-0.0292
FR0000037640,1997,2.1845,0.5509,0.0834
FR0000037640,1998,2.437,0.4347,0.0019
FR0000037640,1999,1.7283,0.4685,0.0387
FR0000037640,2000,1.8836,0.4577,0.0187
FR0000037640,2001,2.0521,0.4134,0.0649
FR0000037640,2002,2.2489,0.4539,-0.1489
FR0000037640,2003,1.8712,0.4985,-0.0851
FR0000037640,2004,1.761,0.3816,0.0336
FR0000037640,2005,1.7981,0.314,0.1022
FR0000037640,2006,1.1408,0.3294,0.0538
FR0000037640,2007,1.0045,0.4,0.1727
FR0000037640,2008,2.2868,0.227,-0.067
FR0000037640,2009,1.6948,0.0265,-0.1348
FR0000037640,2010,1.3713,0.2973,0.0417
FR0000037640,2011,1.5591,0.2816,0.2888
FR0000037640,2012,1.3594,0.3256,-0.0958
FR0000037640,2013,1.4724,0.3291,-0.0669
FR0000037640,2014,1.3685,0.4854,0.0891
FR0000037640,2015,1.327,0.4351,-0.0458
FR0000037640,2016,1.7936,0.4346,-0.0084
FR0000037657,1990,0.4638,0.7738,0.1831
FR0000037657,1991,0.4966,0.6362,0.1109
FR0000037657,1992,0.7966,1.1401,-0.0162
FR0000037657,1993,0.8327,0.4436,-0.4198
FR0000037657,1994,0.8049,0.345,-0.1047
FR0000037699,1990,0.8882,0.5598,0.1112
FR0000037699,1991,1.2805,0.3935,-0.0205
FR0000037699,1992,1.9335,0.3299,-0.2129
FR0000037707,1990,0.8256,0.0186,0.0032
FR0000037707,1991,0.8226,0.0256,0.0105
FR0000037707,1992,0.9891,0.0254,0.0095
FR0000037707,1993,0.6778,0.0317,0.01
FR0000037707,1994,0.8204,0.0354,0.0093
FR0000037707,1995,0.9096,0.033,0.0073
FR0000037707,1996,0.666,0.0341,0.0155
FR0000037707,1997,0.6428,0.0336,0.1262
FR0000037707,1998,0.389,0.0337,-0.0241
FR0000037707,1999,0.2847,0.0364,0.0064
FR0000037707,2000,0.2478,0.0774,0.0071
FR0000037749,1997,0.732,0.5387,-0.0077
FR0000037749,1998,0.7902,0.4419,-0.0184
FR0000037749,1999,1.0759,0.3307,0.0703
FR0000037749,2000,1.2733,0.4979,0.0646
FR0000037749,2002,1.3225,0.5218,0.1112
FR0000037749,2003,0.9633,0.4473,0.0255
FR0000037749,2004,1.0315,0.2455,0.0681
FR0000037749,2005,1.1051,0.3589,0.0592
FR0000037749,2006,1.0184,0.2083,0.0329
FR0000037749,2008,1.5295,0.4618,-0.0423
FR0000037749,2009,1.0025,0.431,0.0324
FR0000037749,2010,0.9973,0.3049,0.0369
FR0000037798,1997,0.1165,0.5095,-0.0672
FR0000037822,1990,0.5481,0.4758,-0.0112
FR0000037822,1991,0.4949,0.4435,0.0694
FR0000037822,1992,0.6075,0.3598,0.0673
FR0000037822,1993,0.301,0.2874,0.01
FR0000037822,1994,0.6209,0.2757,0.1329
FR0000037822,1995,1.0726,0.1651,-0.0234
FR0000037822,1996,1.2873,0.1168,-0.0296
FR0000037822,1997,2.1967,-0.0378,-0.1581
FR0000037822,1998,0.649,-0.0489,-0.1724
FR0000037921,1990,1.028,0.3372,0.1101
FR0000037921,1991,0.8784,0.2068,4e-04
FR0000037921,1992,0.7913,0.4046,-0.0882
FR0000037921,1993,0.9991,0.4221,-0.1307
FR0000037947,1990,1.1653,0.0552,-0.0473
FR0000037947,1991,1.6084,0.3557,-0.008
FR0000037947,1992,2.5061,0.2535,0.0249
FR0000037947,1993,1.6634,0.188,0.0411
FR0000037947,1994,1.5704,0.422,2.2194
FR0000037947,1995,1.4771,0.3999,-0.1719
FR0000037947,1996,1.199,0.235,0.1802
FR0000037947,1997,1.366,0.2419,-0.0148
FR0000037947,1998,1.1367,0.1178,-0.4598
FR0000037947,1999,1.0266,0.3797,1.1072
FR0000037947,2000,0.6508,0.5678,0.0742
FR0000037947,2001,0.763,0.3919,-0.0204
FR0000037947,2002,1.014,0.3499,-0.1021
FR0000037947,2003,0.4887,1.1272,-0.2512
FR0000037947,2004,0.3825,0.5136,-0.1151
FR0000037947,2005,0.197,0.3969,-0.0101
FR0000037947,2006,0.2464,0.3276,-0.1303
FR0000037947,2007,0.345,0.3914,0.1315
FR0000037947,2008,0.6799,0.4654,-0.1669
FR0000037947,2009,0.3407,0.442,0.0385
FR0000037947,2010,0.6542,0.2904,0.1205
FR0000037947,2011,0.7041,0.325,0.1129
FR0000037947,2012,0.7459,0.0012,-0.4546
FR0000037947,2013,0.5657,-0.0262,0.2424
FR0000037947,2014,0.4427,-0.0084,0.2066
FR0000037947,2015,1.0448,-0.0147,1.0796
FR0000037947,2016,0.7624,0.0013,0.0367
FR0000037970,1990,0.2691,0.397,-0.0459
FR0000037970,1991,0.3136,0.5133,0.1323
FR0000037970,1992,0.3462,0.5166,-0.0291
FR0000037970,1993,0.57,0.2766,2.4081
FR0000037970,1994,0.6533,0.3171,-0.0985
FR0000037970,1995,0.7459,0.2933,-0.1024
FR0000037970,1996,0.6263,0.3367,-0.0964
FR0000037970,1997,0.5797,0.2528,-0.1225
FR0000037970,1998,0.4995,0.277,-0.053
FR0000037970,2000,0.5132,0.8356,0.3674
FR0000037970,2003,0.6016,0.4615,-0.1393
FR0000037970,2004,0.4247,0.5816,0.2643
FR0000037970,2006,0.2821,0.4884,-0.2013
FR0000037970,2007,0.2328,0.6642,-0.0791
FR0000037970,2008,0.1968,0.6434,-0.022
FR0000037970,2009,0.2099,0.6505,-0.0068
FR0000037970,2010,0.1991,0.6986,0.2005
FR0000037970,2013,0.1766,0.7306,0.0743
FR0000037970,2014,0.1806,0.5637,0.0425
FR0000037970,2015,0.151,0.5087,-0.0695
FR0000037970,2016,0.175,0.4497,-0.0922
FR0000037988,1990,0.5014,0.276,-0.0596
FR0000037988,1991,0.5869,0.31,0.1419
FR0000037988,1992,0.5703,0.3953,0.0446
FR0000037988,1993,0.6332,0.3462,-0.0444
FR0000037988,1996,0.7173,0.1612,0.0076
FR0000037988,1997,1.2754,0.1496,-0.0893
FR0000038036,1997,0.5716,0.2152,0.051
FR0000038036,1998,0.5579,0.0895,0.0235
FR0000038036,1999,0.5929,0.1459,0.0976
FR0000038036,2000,0.5798,0.2143,0.1326
FR0000038036,2001,0.5387,0.159,0.0626
FR0000038036,2002,0.4324,0.1903,-0.1377
FR0000038036,2003,0.514,0.1193,-0.0231
FR0000038036,2004,0.4679,0.1078,0.0163
FR0000038036,2005,0.3147,0.1191,0.1383
FR0000038036,2006,0.2971,0.1311,0.0411
FR0000038036,2007,0.3471,0.1222,0.0046
FR0000038036,2008,0.424,0.2163,-0.0808
FR0000038036,2009,0.4358,0.0519,-0.0219
FR0000038036,2010,0.3883,0.1007,-0.0334
FR0000038036,2011,0.3601,0.0477,-0.0133
FR0000038036,2012,0.3859,0.09,0.0165
FR0000038036,2013,0.3965,0.2196,-0.0015
FR0000038036,2014,0.3533,0.2394,0.02
FR0000038036,2015,0.3212,0.2875,0.0081
FR0000038069,1995,1.4234,0.5767,0.0737
FR0000038069,1996,2.5912,0.8206,-0.0908
FR0000038069,1997,1.0515,0.5683,0.0805
FR0000038069,1998,0.8603,0.384,-0.3492
FR0000038101,1990,0.1909,1.6833,-0.0262
FR0000038101,1991,0.2531,1.5186,-0.1028
FR0000038101,1992,0.3028,1.4976,0.1238
FR0000038101,1993,0.2063,0.7814,0.0878
FR0000038101,1994,0.2675,0.3921,0.0167
FR0000038101,1995,0.3827,0.2881,0.0758
FR0000038101,1996,0.3685,0.4174,0.3385
FR0000038101,1997,0.3002,0.3296,0.0361
FR0000038176,1990,0.973,0.1515,0.2534
FR0000038176,1991,1.2016,0.1639,0.0117
FR0000038176,1992,2.6764,0.1886,-0.0781
FR0000038176,1993,1.2763,0.1781,9e-04
FR0000038176,1994,0.9767,0.1574,0.0087
FR0000038176,1995,1.9381,0.1993,0.0058
FR0000038176,1998,2.3786,0.7005,0.0428
FR0000038176,1999,2.118,0.2009,0.0714
FR0000038176,2000,1.6014,0.305,0.0965
FR0000038176,2001,1.3211,0.329,0.0335
FR0000038176,2003,1.3179,0.3823,-0.041
FR0000038176,2004,1.1316,0.2248,0.0969
FR0000038200,1991,1.1247,0.1573,0.4162
FR0000038200,1992,1.5739,0.1987,0.3801
FR0000038200,1993,1.6727,0.1888,0.0614
FR0000038200,1994,1.8179,0.1902,0.1387
FR0000038200,1995,2.6534,0.234,-0.0554
FR0000038200,1996,3.0424,0.2498,0.0882
FR0000038200,1997,2.0711,0.3004,0.1663
FR0000038200,1998,1.8643,0.3931,0.1725
FR0000038200,1999,1.473,0.4899,0.4402
FR0000038200,2000,1.517,0.601,0.2792
FR0000038200,2001,1.4382,0.7966,0.2312
FR0000038200,2002,1.3021,1.0024,0.2727
FR0000038200,2003,0.9637,1.2042,0.2507
FR0000038200,2004,0.7754,1.4422,0.0787
FR0000038200,2005,0.6453,0.7531,0.1944
FR0000038200,2006,0.5221,0.6123,-0.5131
FR0000038200,2007,1.459,0.0962,7.4698
FR0000038200,2008,2.8248,0.1019,0.0013
FR0000038200,2009,1.3497,0.1713,-0.066
FR0000038200,2010,1.2023,0.1687,0.0279
FR0000038200,2011,0.9916,0.132,0.1849
FR0000038200,2012,0.9585,0.1514,-0.1397
FR0000038200,2013,0.9681,0.1841,0.0112
FR0000038200,2014,1.0026,0.0822,0.7626
FR0000038200,2015,1.3162,0.0506,0.0662
FR0000038200,2016,1.5663,0.043,1.38
FR0000038242,1997,1.4573,0.0942,0.4093
FR0000038242,1998,0.8559,0.0212,0.8622
FR0000038242,1999,1.3562,-0.0645,0.0112
FR0000038242,2000,1.1382,0.3261,0.1269
FR0000038242,2001,1.4575,0.5098,0.2479
FR0000038242,2002,1.7701,0.6772,-0.0389
FR0000038242,2003,0.841,0.7905,-0.1189
FR0000038242,2004,0.5447,0.4521,-0.0342
FR0000038242,2005,0.5552,0.2414,0.6143
FR0000038242,2006,0.4424,0.2216,0.2576
FR0000038242,2007,0.6472,0.0838,0.2569
FR0000038242,2008,2.3107,0.1094,-0.0015
FR0000038242,2009,1.6003,0.2292,-0.2097
FR0000038242,2010,1.138,0.4578,0.0056
FR0000038242,2011,1.7973,0.4041,0.0475
FR0000038242,2012,1.5469,0.3665,-0.1036
FR0000038242,2013,2.282,-1.3436,-0.019
FR0000038242,2014,0.8684,0.0179,0.0697
FR0000038242,2015,1.1268,0.1415,0.1078
FR0000038242,2016,1.0338,0.1256,0.0039
FR0000038242,2017,0.64,0.0921,0.8595
FR0000038242,2018,0.4828,0.2303,0.3026
FR0000038242,2019,0.44,0.2146,0.3138
FR0000038259,1997,0.2438,0.09,0.8127
FR0000038259,1998,0.1966,0.1505,1.7664
FR0000038259,1999,0.1861,0.2026,0.6301
FR0000038259,2000,0.1131,0.1118,1.4106
FR0000038259,2001,0.2522,0.3773,0.3878
FR0000038259,2002,0.3547,0.4731,0.1274
FR0000038259,2003,0.3829,0.5802,0.0246
FR0000038259,2004,0.2823,0.5848,0.1483
FR0000038259,2005,0.1501,0.7052,0.3968
FR0000038259,2006,0.1255,0.8108,0.7176
FR0000038259,2007,0.0955,0.8304,0.327
FR0000038259,2008,0.2084,1.1006,0.1959
FR0000038259,2009,0.1625,1.3542,-0.1034
FR0000038259,2010,0.1554,1.1512,0.1169
FR0000038259,2011,0.2072,1.0382,0.4677
FR0000038259,2012,0.1281,1.1047,0.0752
FR0000038259,2013,0.08,1.2641,0.2907
FR0000038259,2014,0.1165,0.9464,0.2613
FR0000038259,2015,0.0839,1.1708,0.9838
FR0000038259,2016,0.1572,0.6261,0.1172
FR0000038259,2017,0.1724,0.4867,0.4176
FR0000038259,2018,0.3065,0.5673,0.2341
FR0000038259,2019,0.2176,0.733,0.0863
FR0000038283,1990,1.4488,0.5654,0.0351
FR0000038283,1991,1.0336,0.5076,0.0251
FR0000038283,1992,1.884,0.5344,-0.0838
FR0000038283,1993,0.9652,0.3035,-0.0553
FR0000038283,1994,1.1516,0.352,0.0324
FR0000038283,1995,2.2152,0.5582,0.8124
FR0000038283,1996,1.6631,0.7013,0.0461
FR0000038283,1997,1.1765,0.5002,0.0644
FR0000038283,1998,1.0698,0.8072,0.1535
FR0000038283,1999,1.0448,0.7561,0.2047
FR0000038283,2000,0.9349,0.9417,-0.0013
FR0000038283,2001,0.6829,2.2397,-0.0045
FR0000038283,2002,0.9303,1.6689,-0.0678
FR0000038283,2003,0.6292,1.4529,-0.0445
FR0000038283,2004,0.5528,0.9336,0.1008
FR0000038283,2005,0.4288,0.6504,-0.0203
